date,year,indicator,value,units,source
2019-10-14,2019,U.S. Diesel Sales Prices  (in Dollars per Gallon),3.051,"Weighted average based on sampling of approximately 350 retail outlets, as reported for the week ending Monday.","U.S. Energy Information Administration, US Diesel Sales Price Not Seasonally Adjusted"
2019-10-15,2019,Downbound Grain Barge Rates,9.39,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2019-10-15,2019,Downbound Grain Barge Rates,17.02,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2019-10-15,2019,Downbound Grain Barge Rates,17.17,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2019-10-15,2019,Downbound Grain Barge Rates,16.19,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2019-10-15,2019,Downbound Grain Barge Rates,21.01,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2019-10-15,2019,Downbound Grain Barge Rates,12.57,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2019-10-15,2019,Downbound Grain Barge Rates,23.15,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2019-10-19,2019,U.S. Class I Containers on Rail Flat Cars,256399,Containers on rail flat cars,Surface Transportation Board (STB)
2019-10-19,2019,U.S. Class I Rail Intermodal Units,275166,Intermodals,Surface Transportation Board (STB)
2019-10-19,2019,U.S. Class I Total Rail Non-Intermodal Carloads,267379,Carloads,Surface Transportation Board (STB)
2019-10-19,2019,U.S. Class I Trailers on a Rail Flat Car,18767,Trailers on rail flat car,Surface Transportation Board (STB)
2019-10-20,2019,Capacity of Containerships Calling at U.S. Ports (in TEUs),2102434,TEUs,MARAD Office of Policy and Plans analysis of CBP VMS data
2019-10-20,2019,Truck Spot Rates in $ per Mile by Truck Type,1.484,Dollars per mile,DAT Freight and Analytics
2019-10-20,2019,Truck Spot Rates in $ per Mile by Truck Type,1.793,Dollars per mile,DAT Freight and Analytics
2019-10-20,2019,Truck Spot Rates in $ per Mile by Truck Type,1.761,Dollars per mile,DAT Freight and Analytics
2019-10-21,2019,U.S. Diesel Sales Prices  (in Dollars per Gallon),3.05,"Weighted average based on sampling of approximately 350 retail outlets, as reported for the week ending Monday.","U.S. Energy Information Administration, US Diesel Sales Price Not Seasonally Adjusted"
2019-10-22,2019,Downbound Grain Barge Rates,7.5,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2019-10-22,2019,Downbound Grain Barge Rates,15.29,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2019-10-22,2019,Downbound Grain Barge Rates,18.28,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2019-10-22,2019,Downbound Grain Barge Rates,14.54,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2019-10-22,2019,Downbound Grain Barge Rates,20.85,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2019-10-22,2019,Downbound Grain Barge Rates,11.17,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2019-10-22,2019,Downbound Grain Barge Rates,23.21,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2019-10-26,2019,U.S. Class I Containers on Rail Flat Cars,264163,Containers on rail flat cars,Surface Transportation Board (STB)
2019-10-26,2019,U.S. Class I Rail Intermodal Units,283343,Intermodals,Surface Transportation Board (STB)
2019-10-26,2019,U.S. Class I Total Rail Non-Intermodal Carloads,266668,Carloads,Surface Transportation Board (STB)
2019-10-26,2019,U.S. Class I Trailers on a Rail Flat Car,19180,Trailers on rail flat car,Surface Transportation Board (STB)
2019-10-27,2019,Capacity of Containerships Calling at U.S. Ports (in TEUs),1962006,TEUs,MARAD Office of Policy and Plans analysis of CBP VMS data
2019-10-27,2019,Truck Spot Rates in $ per Mile by Truck Type,1.496,Dollars per mile,DAT Freight and Analytics
2019-10-27,2019,Truck Spot Rates in $ per Mile by Truck Type,1.777,Dollars per mile,DAT Freight and Analytics
2019-10-27,2019,Truck Spot Rates in $ per Mile by Truck Type,1.784,Dollars per mile,DAT Freight and Analytics
2019-10-28,2019,U.S. Diesel Sales Prices  (in Dollars per Gallon),3.064,"Weighted average based on sampling of approximately 350 retail outlets, as reported for the week ending Monday.","U.S. Energy Information Administration, US Diesel Sales Price Not Seasonally Adjusted"
2019-10-29,2019,Downbound Grain Barge Rates,7.35,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2019-10-29,2019,Downbound Grain Barge Rates,13.18,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2019-10-29,2019,Downbound Grain Barge Rates,17.03,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2019-10-29,2019,Downbound Grain Barge Rates,12.53,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2019-10-29,2019,Downbound Grain Barge Rates,20.54,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2019-10-29,2019,Downbound Grain Barge Rates,10.41,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2019-10-29,2019,Downbound Grain Barge Rates,23.83,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2019-11-01,2019,Average Planning Time Index at 10 Bottleneck Locations,8.275,PTI,FHWA National Performance Management Research Data Set (NPMRDS)
2019-11-01,2019,Average Truck Speed in MPH Around Port of Los Angeles-Long Beach,19.08,MPH,FHWA National Performance Management Research Data Set (NPMRDS)
2019-11-01,2019,Average Truck Speed in MPH Around Port of Los Angeles-Long Beach by Time of Day,18.7,MPH,FHWA National Performance Management Research Data Set (NPMRDS)
2019-11-01,2019,Average Truck Speed in MPH Around Port of Los Angeles-Long Beach by Time of Day,22.49,MPH,FHWA National Performance Management Research Data Set (NPMRDS)
2019-11-01,2019,Average Truck Speed in MPH Around Port of Los Angeles-Long Beach by Time of Day,19.2,MPH,FHWA National Performance Management Research Data Set (NPMRDS)
2019-11-01,2019,Average Truck Speed in MPH Around Port of New York-New Jersey,17.69,MPH,FHWA National Performance Management Research Data Set (NPMRDS)
2019-11-01,2019,Average Truck Speed in MPH at 10 Bottleneck Locations,20.84,MPH,FHWA National Performance Management Research Data Set (NPMRDS)
2019-11-01,2019,Containerized Exports at U.S. Ports in TEUs,1081673.41,TEUs,MARAD Office of Policy and Plans analysis of IHS Markit PIERS data
2019-11-01,2019,Containerized Imports at U.S. Ports in TEUs,1951164.81,TEUs,MARAD Office of Policy and Plans analysis of IHS Markit PIERS data
2019-11-01,2019,Empty Export Containers at Select U.S. Ports in TEUs,33655,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2019-11-01,2019,Empty Export Containers at Select U.S. Ports in TEUs,34357,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2019-11-01,2019,Empty Export Containers at Select U.S. Ports in TEUs,14129,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2019-11-01,2019,Empty Export Containers at Select U.S. Ports in TEUs,176730,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2019-11-01,2019,Empty Export Containers at Select U.S. Ports in TEUs,209935,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2019-11-01,2019,Empty Export Containers at Select U.S. Ports in TEUs,177744,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2019-11-01,2019,Empty Export Containers at Select U.S. Ports in TEUs,19743,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2019-11-01,2019,Empty Export Containers at Select U.S. Ports in TEUs,44992,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2019-11-01,2019,Empty Export Containers at Select U.S. Ports in TEUs,62592,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2019-11-01,2019,"Empty Export Containers (in TEUs), Aggregated Select U.S. Ports",773877,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2019-11-01,2019,"Freight Rates in $ per 40ft Container To Central China (Shanghai) from U.S. Midwest, U.S. West Coast",1650,Dollars per 40ft box,"U.S. Department of Agriculture, Agricultural Market Service, Container Ocean Freight Rates from Drewry Supply Chain Advisors' Container Freight Rate Insight"
2019-11-01,2019,"Freight Rates in $ per 40ft Container To Central China (Shanghai) from U.S. Midwest, U.S. West Coast",780,Dollars per 40ft box,"U.S. Department of Agriculture, Agricultural Market Service, Container Ocean Freight Rates from Drewry Supply Chain Advisors' Container Freight Rate Insight"
2019-11-01,2019,Freight Transportation Services Index,136.7,Index (average 2000=100),Bureau of Transportation Statistics
2019-11-01,2019,"Job Openings and Labor Turnover: Transportation, Warehousing, and Utilities Sector (Seasonally Adjusted)",336000,Number,U.S. Bureau of Labor Statistics - Job Openings and Labor Turnover Survey (JOLTS)
2019-11-01,2019,"Job Openings and Labor Turnover: Transportation, Warehousing, and Utilities Sector (Seasonally Adjusted)",83000,Number,U.S. Bureau of Labor Statistics - Job Openings and Labor Turnover Survey (JOLTS)
2019-11-01,2019,"Job Openings and Labor Turnover: Transportation, Warehousing, and Utilities Sector (Seasonally Adjusted)",257000,Number,U.S. Bureau of Labor Statistics - Job Openings and Labor Turnover Survey (JOLTS)
2019-11-01,2019,"Job Openings and Labor Turnover: Transportation, Warehousing, and Utilities Sector (Seasonally Adjusted)",137000,Number,U.S. Bureau of Labor Statistics - Job Openings and Labor Turnover Survey (JOLTS)
2019-11-01,2019,Loaded Export Containers at Select U.S. Ports in TEUs,81779.95,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2019-11-01,2019,Loaded Export Containers at Select U.S. Ports in TEUs,62831,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2019-11-01,2019,Loaded Export Containers at Select U.S. Ports in TEUs,107927,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2019-11-01,2019,Loaded Export Containers at Select U.S. Ports in TEUs,123705,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2019-11-01,2019,Loaded Export Containers at Select U.S. Ports in TEUs,138544,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2019-11-01,2019,Loaded Export Containers at Select U.S. Ports in TEUs,119422,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2019-11-01,2019,Loaded Export Containers at Select U.S. Ports in TEUs,77241,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2019-11-01,2019,Loaded Export Containers at Select U.S. Ports in TEUs,119126,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2019-11-01,2019,Loaded Export Containers at Select U.S. Ports in TEUs,73589,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2019-11-01,2019,Loaded Import Containers at Select U.S. Ports in TEUs,94977.75,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2019-11-01,2019,Loaded Import Containers at Select U.S. Ports in TEUs,173863,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2019-11-01,2019,Loaded Import Containers at Select U.S. Ports in TEUs,103410,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2019-11-01,2019,Loaded Import Containers at Select U.S. Ports in TEUs,77367.25,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2019-11-01,2019,Loaded Import Containers at Select U.S. Ports in TEUs,301123,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2019-11-01,2019,Loaded Import Containers at Select U.S. Ports in TEUs,371349.7,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2019-11-01,2019,Loaded Import Containers at Select U.S. Ports in TEUs,293287,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2019-11-01,2019,Loaded Import Containers at Select U.S. Ports in TEUs,101494,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2019-11-01,2019,Loaded Import Containers at Select U.S. Ports in TEUs,82785,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2019-11-01,2019,"New Active Carriers Added to MCMIS: Total New Active Carriers Added, New For-hire Carriers Added, New Private Carriers Added",2282,Number of new active carriers,Federal Motor Carrier Safety Administration's Motor Carrier Management Information System (MCMIS)
2019-11-01,2019,"New Active Carriers Added to MCMIS: Total New Active Carriers Added, New For-hire Carriers Added, New Private Carriers Added",5851,Number of new active carriers,Federal Motor Carrier Safety Administration's Motor Carrier Management Information System (MCMIS)
2019-11-01,2019,"New Active Carriers Added to MCMIS: Total New Active Carriers Added, New For-hire Carriers Added, New Private Carriers Added",3368,Number of new active carriers,Federal Motor Carrier Safety Administration's Motor Carrier Management Information System (MCMIS)
2019-11-01,2019,Number of Non-Farm Truck Transportation Employees  in Thousands (Seasonally Adjusted),1520.9,Number of employees (thousands),U.S. Bureau of Labor Statistics - Current Employment Statistics (CES)
2019-11-01,2019,Number of Rail Transportation Employees in Thousands (Seasonally Adjusted),165.3,Number of employees (thousands),U.S. Bureau of Labor Statistics - Current Employment Statistics (CES)
2019-11-01,2019,Number of Warehousing and Storage Employees in Thousands (Seasonally Adjusted),1272.5,Number of employees (thousands),U.S. Bureau of Labor Statistics - Current Employment Statistics (CES)
